ADDR_NUM,ADDR_DIR,ADDR_NAME,TRACT,BLOCK,CIRCUMFERENCE,SPECIES,DIAMETER,GRF,AGE,NOTE,
0,,,,,47.5,Honey Locust,15,3,45,northwest corner; Wayne & Balmoral,
5400,N,WAYNE,,,97,Honey Locust,31,3,93,middle tree on Balmoral,
5400,N,WAYNE,,,93,Honey Locust,30,3,89,Wayne side,
5400,N,WAYNE,,,76,Field Elm,24,,0,,double check
5406,N,WAYNE,,,50,Norway Maple,16,4.5,72,,
5410,N,WAYNE,,,61,Norway Maple,19,4.5,87,,
5416,N,WAYNE,,,55.5,Norway Maple,18,4.5,80,,
5418,N,WAYNE,,,59,Norway Maple,19,4.5,85,,
5424,N,WAYNE,,,53,Honey Locust,17,3,51,,
5434,N,WAYNE,,,49.5,Norway Maple,16,4.5,71,,
5434,N,WAYNE,,,59.5,White Ash,19,5,95,Species?,double check (The person measuring thought it was a Maple)
5438,N,WAYNE,,,121,Silver Maple,39,3,116,,
5442,N,WAYNE,,,95.5,Honey Locust,30,3,91,,
5452,N,WAYNE,,,73,Norway Maple,23,4.5,105,,
0,,,,,59,Norway Maple,19,4.5,85,corner; Wayne & Catalpa,
1341,W,CATALPA,,,74.5,Norway Maple,24,4.5,107,,
1341,W,CATALPA,,,82.5,Silver Maple,26,3,79,at alley,
1339,W,CATALPA,,,37,White Oak,12,5,59,at corner,
5413,N,LAKEWOOD,,,62.5,Norway Maple,20,4.5,90,,
5417,N,LAKEWOOD,,,89,Little Leaf Linden,28,3,85,,
5431,N,LAKEWOOD,,,100,Honey Locust,32,3,96,,
5435,N,LAKEWOOD,,,62,Black Walnut,20,4.5,89,,
5441,N,LAKEWOOD,,,90,Honey Locust,29,3,86,,
5447,N,LAKEWOOD,,,81,Honey Locust,26,3,77,south,
5447,N,LAKEWOOD,,,91,Honey Locust,29,3,87,north,
1231,W,CATALPA,,,56,Norway Maple,18,4.5,80,,
1255,W,CATALPA,,,97,Honey Locust,31,3,93,,
1310,W,CATALPA,,,90,Honey Locust,29,3,86,,
5422,N,LAKEWOOD,,,104,Honey Locust,33,3,99,south,
5422,N,LAKEWOOD,,,100,Honey Locust,32,3,96,north,
5426,N,LAKEWOOD,,,93,Silver Maple,30,3,89,,
5434,N,LAKEWOOD,,,92,Silver Maple,29,3,88,,
5438,N,LAKEWOOD,,,81,Catalpa,26,2,52,,
5444,N,LAKEWOOD,,,89,Catalpa,28,2,57,,
5446,N,LAKEWOOD,,,91,Honey Locust,29,3,87,,
1230,W,BALMORAL,,,76,Silver Maple,24,3,73,,
1250,W,BALMORAL,,,85,Honey Locust,27,3,81,,
1340,W,BERWYN,,,87,Black Locust,28,,0,furthest east,not sure of growth factor
1340,W,BERWYN,,,87,Silver Maple,28,3,83,middle,
1340,W,BERWYN,,,73,Honey Locust,23,3,70,furthest west,
1340,W,BERWYN,,,74,Honey Locust,24,3,71,on Wayne SW corner,
5310,N,WAYNE,,,68,Silver Maple,22,3,65,,
5316,N,WAYNE,,,68,Norway Maple,22,4.5,97,,
5334,N,WAYNE,,,65,Honey Locust,21,3,62,,
5336,N,WAYNE,,,96,Silver Maple,31,3,92,,
5344,N,WAYNE,,,84,Honey Locust,27,3,80,,
5354,N,WAYNE,,,89,Silver Maple,28,3,85,,
1341,W,BALMORAL,,,65,Silver Maple,21,3,62,,
0,,,,,109,Silver Maple,35,3,104,south side just west of alley ;Balmoral,
5357,N,WAYNE,,,92,Honey Locust,29,3,88,,
5355,N,WAYNE,,,64,Norway Maple,20,4.5,92,,
5353,N,WAYNE,,,86,Honey Locust,27,3,82,,
5349,N,WAYNE,,,90,Honey Locust,29,3,86,,
5347,N,WAYNE,,,90,Honey Locust,29,3,86,,
5339,N,WAYNE,,,94,American Basswood,30,3,90,,
5337,N,WAYNE,,,64,White Ash,20,5,102,,
5333,N,WAYNE,,,97,Silver Maple,31,3,93,,
5329,N,WAYNE,,,122,Silver Maple,39,3,117,north side of property,
5329,N,WAYNE,,,115,Silver Maple,37,3,110,south side of property,
5323,N,WAYNE,,,66,Norway Maple,21,4.5,95,,
5314,N,WAYNE,,,102,Honey Locust,32,3,97,,
5313,N,WAYNE,,,79,Norway Maple,25,4.5,113,,
5309,N,WAYNE,,,68,Norway Maple,22,4.5,97,,
5301,N,WAYNE,,,89,Honey Locust,28,3,85,on Wayne near corner,
5301,N,WAYNE,,,87,Honey Locust,28,3,83,on Berwyn near corner,
1218,W,BALMORAL,,,66,Honey Locust,21,3,63,Just W of alley b/w Broadway and Magnolia,
1218,W,BALMORAL,,,65,Silver Maple,21,3,62,2nd tree w of alley above,
1218,W,BALMORAL,,,60,Silver Maple,19,3,57,3rd tree w of alley above,
1218,W,BALMORAL,,,66,Silver Maple,21,3,63,4th tree w of alley above,
5359,N,MAGNOLIA,,,67,Honey Locust,21,3,64,,
5353,N,MAGNOLIA,,,98,Honey Locust,31,3,94,this tree splits significantly,
5351,N,MAGNOLIA,,,55,Norway Maple,18,4.5,79,,
5341,N,MAGNOLIA,,,56,Norway Maple,18,4.5,80,,
5331,N,MAGNOLIA,,,58,Norway Maple,18,4.5,83,on prop line b/w 5325,
5321,N,MAGNOLIA,,,69,Honey Locust,22,3,66,,
5315,N,MAGNOLIA,,,54,Norway Maple,17,4.5,77,,
5311,N,MAGNOLIA,,,140,Siberian Elm,45,4,178,,not sure of growth factor
5307,N,MAGNOLIA,,,82,Norway Maple,26,4.5,118,,
5303,N,MAGNOLIA,,,82,American Sycamore,26,4,104,,
5300,N,MAGNOLIA,,,82,Silver Maple,26,3,78,on N side of Berwyn near alley,
5300,N,MAGNOLIA,,,78,Silver Maple,25,3,75,on N side of Berwyn 3rd tree from alley,
5300,N,MAGNOLIA,,,63,Silver Maple,20,3,60,on Berwyn just W of x-walk,
5300,N,MAGNOLIA,,,55,Silver Maple,18,3,53,on Berwyn almost at x-walk,
5306,N,MAGNOLIA,,,74,Silver Maple,24,3,71,at prop line w 5300,
5310,N,MAGNOLIA,,,80,Silver Maple,25,3,76,N of prop line,
5310,N,MAGNOLIA,,,54,Northern Red Oak,17,,0,Center of twin homes,not sure of growth factor
5314,N,MAGNOLIA,,,108,Silver Maple,34,3,103,,
5322,N,MAGNOLIA,,,66,Honey Locust,21,3,63,,
5326,N,MAGNOLIA,,,76.5,Honey Locust,24,3,73,in front of empty lot,
5330,N,MAGNOLIA,,,66,Honey Locust,21,3,63,,
5344,N,MAGNOLIA,,,68,Honey Locust,22,3,65,,
1254,W,BALMORAL,,,72,Norway Maple,23,4.5,103,S side of Balmoral @ alley b/w Magnolia and Lakewood,behind/near 5356 Magnolia home
1321,W,BERWYN,,,56,White Ash,18,5,89,west side,
5247,N,WAYNE,,,60,Norway Maple,19,4.5,86,,
5239,N,WAYNE,,,96,Sugar Maple,31,5,153,,
5227,N,WAYNE,,,88,American Elm,28,4,112,,
5223,N,WAYNE,,,65,White Ash,21,5,104,,
5221,N,WAYNE,,,70,White Ash,22,5,111,,
5217,N,WAYNE,,,95,American Elm,30,4,121,,
5213,N,WAYNE,,,50,White Ash,16,5,80,,
5209,N,WAYNE,,,123,Sugar Maple,39,5,196,,
1318,W,FOSTER,,,64,Honey Locust,20,3,61,west side,
1318,W,FOSTER,,,52,Honey Locust,17,3,50,East side,
5256,N,WAYNE,,,86,Honey Locust,27,3,82,north side of property,
5256,N,WAYNE,,,89,Silver Maple,28,3,85,,
5244,N,WAYNE,,,90,Silver Maple,29,3,86,,
5226,N,WAYNE,,,90,Silver Maple,29,3,86,,
5224,N,WAYNE,,,80,Silver Maple,25,3,76,,
5220,N,WAYNE,,,80,White Ash,25,5,127,,
5216,N,WAYNE,,,99,Honey Locust,32,3,95,,
5203,N,LAKEWOOD,,,104,Silver Maple,33,3,99,,
5202,N,LAKEWOOD,,,96,Honey Locust,31,3,92,,
5202,N,LAKEWOOD,,,71,Honey Locust,23,3,68,,
5202,N,LAKEWOOD,,,67,Honey Locust,21,3,64,,
5202,N,LAKEWOOD,,,75,Maple,24,3,72,,
5206,N,LAKEWOOD,,,61,Maple,19,3,58,,The volunteer did not specify Maple type
5214,N,LAKEWOOD,,,87,Maple,28,3,83,,
5232,N,LAKEWOOD,,,81,Honey Locust,26,3,77,,
5244,N,LAKEWOOD,,,103,Maple,33,3,98,Church,
5244,N,LAKEWOOD,,,90,Maple,29,3,86,Church,
5244,N,LAKEWOOD,,,119,Chinese Elm,38,4,152,Church,
5244,N,LAKEWOOD,,,81,Elm,26,4,103,Church,
5255,N,LAKEWOOD,,,62,Ash,20,5,99,,
5253,N,LAKEWOOD,,,63,Ash,20,5,100,,
5253,N,LAKEWOOD,,,66,Ash,21,5,105,,
5245,N,LAKEWOOD,,,90,Silver Maple,29,3,86,,
5241,N,LAKEWOOD,,,116,Silver Maple,37,3,111,,
5227,N,LAKEWOOD,,,76,Honey Locust,24,3,73,,
5223,N,LAKEWOOD,,,85,Maple,27,3,81,,
5217,N,LAKEWOOD,,,76,Maple,24,3,73,,
5256,N,MAGNOLIA,,,103,Maple,33,3,98,,
5254,N,MAGNOLIA,,,72,Maple,23,3,69,,
5252,N,MAGNOLIA,,,84,Maple,27,3,80,,
5242,N,MAGNOLIA,,,63,Maple,20,3,60,,
5238,N,MAGNOLIA,,,66,Maple,21,3,63,,
5230,N,MAGNOLIA,,,80,Maple,25,3,76,,
5226,N,MAGNOLIA,,,90,Sycamore,29,4,115,,
5220,N,MAGNOLIA,,,92,Maple,29,3,88,,
5200,N,MAGNOLIA,,,107,Maple,34,3,102,,
5217,N,MAGNOLIA,,,95,Honey Locust,30,3,91,,
5223,N,MAGNOLIA,,,104,Maple,33,3,99,,
5229,N,MAGNOLIA,,,75,Maple,24,3,72,,
5241,N,MAGNOLIA,,,80,Honey Locust,25,3,76,,
5251,N,MAGNOLIA,,,170,Maple,54,3,162,Possibly two,could be two trees
5255,N,MAGNOLIA,,,113,Maple,36,3,108,,
